id,original_text_id,adequacy,fluency,simplicity,model_id,original,simplified
172,16,,,,M10,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a enforceable legal claim in the funds after Debtor [Delco Oil] transferred them to Marathon.”"
173,16,,,,M9,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","The court determined whether Capital-Source still has a right - collateral - in the cash proceeds securing the payment. While doing so, it decided that pursuant to Article 9-332, Capital Source lost such right in the funds after Debtor (Delco Oil) tranferred them to Marathon."
174,16,,,,M11,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","When deciding if Capital-Source maintained a security interest in the cash proceeds, the court recognized that according to § 9-332, ""CapitalSource no longer had a security interest in the funds once Debtor [Delco Oil] transferred them to Marathon."""
175,16,,,,M6,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","CapitalSource was analyzing .Capital - Source maintained a security interest . ” .Under § 9 - 332 , “ CapitalSource did not have a security interest in the funds after Debtor [ Delco Oil ] transferred them to Marathon . ” ."
176,16,,,,M2,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","In deciding whether Capital-Source retained a security interest in the cash proceeds , the court acknowledged that under § 9-332 , “ CapitalSource did not have a security interest in the funds after Debtor [ Delco Oil ] transferred them to Marathon . ”"
177,17,,,,M9,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The office dealing with the persons who have been convicted of a crime but are allowed to remain out of custody filed a petition to cancel the Defendant’s supervised release. The office claimed that the Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) expelled from the PRC for making threatening statements to a staff member."
178,17,,,,M1,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The probation office filed a petition to revoke Defendant movie release, alleging Defendant had been (1 ) associating with a petition to revoke Defendant (a female ) without permission, and (2 ) for making a staff member ."
179,17,,,,M11,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.",The probation office submitted a petition to revoke the Defendant's supervised release. The petition claims that the Defendant engaged in unauthorized association with a convicted felon (a female) and was discharged from the RRC due to making threatening statements to a staff member.
180,17,,,,M8,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","the probation office filed a petition to revoke defendant’s supervised release, alleging defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from rrc for making threatening statements to a staff member."
181,17,,,,M6,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.",The prison office issued a complaint .
182,17,,,,M5,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The probation office lodged a petition to cancel Defendant ’ s supervised release , asserting Defendant had been ( 1 ) linking with a convicted felon ( a female ) without approval , and ( 2 ) removed from RRC for making menacing assertions to a staff member ."
183,17,,,,M4,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The probation office filed a petition to revoke Defendant's supervised release, alleging Defendant had made threatening statements to a staff member and was (1) associating with a convicted felon (a female) without permission."
184,17,,,,M10,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The probation office filed a petition to repeal Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member."
185,17,,,,M7,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The prison office issued a complaint to suspend Defendant ’ s supervised release, claiming Defendant had been (1) engaging with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member."
186,17,,,,M3,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The home office filed a request to seek Defendant ’ s supervised release , alleging Defendant had been ( 1 ) involved with a convicted felon ( a female ) without permission , and ( 2 ) discharged from RRC for making threatening statements to a staff member ."
187,17,,,,M2,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The home office filed a request to seek Defendant ’ s supervised release , alleging Defendant had been ( 1 ) involved with a convicted felon ( a female ) without permission , and ( 2 ) discharged from RRC for making threatening statements to a staff member ."
188,18,,,,M2,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore , the court ’ s analysis in this Ruling rests primarily on the first step of the above inquiry : on whether the state can “ prevent or authorize a per se law violation. ” Freedom Holdings IV , 624 F.3d at 49 ( question marks and citation marks ) ."
189,18,,,,M9,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore, the court’s analysis in this decision focuses only on the first step of the above investigation: determining whether the state legislation require or allow antitrust violation considering nothing else but only the state legislation."
190,18,,,,M11,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).",The courts analysis in this Ruling has not been on the first step of the above inquiry .Being whether the state statutes have or authorize a state state violation . Freedom Holdings IV -LRB- the marks and citation added -RRB- .Freedom Holdings IV were 624 F. 3d .
191,18,,,,M1,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore, the court statutes analysis in this Ru focuses solely on the first step of the above inquiry: . They decide whether the state statutes were given a per se antitrust. violation that Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted ) ."
192,18,,,,M7,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore, the court ’ s analysis in this Ruling focuses allegedly on the first step of the above inquiry: determining whether the state statutes “ restraint or authorize a per focus sherman violation. ” Freedom Holdings IV, 624 F.3d at 49 (quote marks and citation added)."
193,18,,,,M3,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore , the court ’ s analysis in this Ruling rests primarily on the first step of the above inquiry : on whether the state can “ prevent or authorize a per se law violation. ” Freedom Holdings IV , 624 F.3d at 49 ( question marks and citation marks ) ."
194,18,,,,M10,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “order or authorize a spontaneously antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted)."
195,18,,,,M5,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore , the court ’ s analysis in this Ruling concentres entirely on the first step of the above enquiry : defining whether the state statutes “ mandate or allow a per se antitrust violation. ” Freedom Holdings IV , 624 F.3d at 49 ( quote marks and summons overlooked ) ."
196,18,,,,M6,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).",The court ’ s analysis in this Ruling focuses allegedly on the first step of the above inquiry ) .Determining whether the state statutes “ restraint or authorize a per focus sherman violation ) .Freedom Holdings IV added ) .Freedom Holdings IV were 624 F.3d at 49 ( quote marks and citation .
197,18,,,,M8,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","therefore, the court’s analysis in this ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” freedom holdings iv, 624 f.3d at 49"
198,18,,,,M4,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Accordingly, the court focuses solely on the first step of the above-mentioned inquiry: determining whether the state statutes ""mandate or authorize a per se antitrust violation."" Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted)."
199,19,,,,M9,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","The requests made to the court, responses, replies, supporting evidence, the argument of counsel, and the relevant jurisdictions’ law to be applied to the case were considered. Accordingly, the court will accept the request regarding the summary judgement and dismiss all of the Plaintiffs’ claims. The court will also dismiss all other requests for the reasons to follow."
200,19,,,,M10,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will accept the summary decision proposal and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow."
201,19,,,,M5,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Having considered the motions , replies , answers , backing evidence , the argumentation of counsel , and the relevant law , the court will give the summary-judgment motion and drop all of Plaintiffs ’ claims and drop all other pending motions for the reasons to follow ."
202,19,,,,M1,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Because of this , the motions, responses, supporting evidence, the argument of counsel, and the law,900 will grant the summary-judgment motion and dismiss all of Plaintiffs tradition claims and dismissed all other movements for the reasons to follow."
203,19,,,,M4,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Having considered the arguments of counsel, the motions, responses, and supporting evidence, the court will grant the summary-judgment motion and dismiss all of Plaintiffs' claims and all other pending motions for the reasons to follow."
204,19,,,,M6,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.",The court is having considered the motions .The court is having considered responses .The court is having considered comments .The court is having considered supporting evidence .The court is having considered the argument of defendant .The court is having considered the relevant law .The court will grant the summary - judgment motion .The court will dismiss all of Plaintiffs ’ claims .The court will dismiss all other pending motions for the reasons to follow .
205,19,,,,M7,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Having considered the motions, responses, comments, supporting evidence, the argument of defendant, and the relevant law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs ’ claims and dismiss all other pending motions for the reasons to follow."
206,19,,,,M3,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Having considered the motions , responses , statements , supporting evidence , the argument of witnesses , and the common law , the court will grant the summary-judgment motion and dismiss all of Plaintiffs ’ claims and dismiss all other pending motions for the reasons to follow ."
207,19,,,,M8,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of plaintiffs’ claims and dismiss all other pending motions for the reasons follow."
208,19,,,,M11,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","After carefully reviewing the motions, responses, replies, supporting evidence, arguments from both sides, and the relevant law, the court has decided to grant the summary judgment motion. As a result, all of the Plaintiffs' claims will be dismissed, and any other pending motions will also be dismissed. The court will provide detailed reasons for its decision."
209,19,,,,M2,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Having considered the motions , responses , statements , supporting evidence , the argument of witnesses , and the common law , the court will grant the summary-judgment motion and dismiss all of Plaintiffs ’ claims and dismiss all other pending motions for the reasons to follow ."
210,20,,,,M10,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “Proposal to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.”"
211,20,,,,M11,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","The court currently has under consideration the ""Motion to Dismiss Plaintiffs Second Amended Complaint"" filed by defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd., and Daniel McCann. The motion is made pursuant to Rule 12(b)(6)."
212,20,,,,M2,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “ Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12 ( b ) ( 6 ) of Defendants Gene Byron Schenberg , Richard F. Huck , III , Michael J. McKitrick , Danna McKitrick , P.C. , NetSecure Technologies , Ltd. and Daniel McCann. ” ( Dkt ."
213,20,,,,M8,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","is the defendants gene byron schenberg, richard f. huck, iii, michael j. mckitrick, danna mckitrick, p.c., netsecure technologies, ltd. and daniel mccann.” (dkt."
214,20,,,,M1,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","The court was made before the court was called the Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12 RAFb ) of Defendants Gene Byron Schenberg, Richard F. Huck,. Huck,. Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann. Mass. (Dkt. )"
215,20,,,,M5,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “ Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12 ( b ) ( 6 ) of Defendants Gene Byron Schenberg , Richard F. Huck , III , Michael J. McKitrick , Danna McKitrick , P.C. , NetSecure Technologies , Ltd. and Daniel McCann. ” ( Dkt ."
216,20,,,,M6,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “ Motion . ” ( Dkt .To Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12 ( b ) ( 6 ) of Gene Byron Schenberg , Richard F. Huck , xiii , Michael J. McKitrick , Danna McKitrick , P.C. , NetSecure Technologies , Ltd. and Daniel McCann the “ Motion .Gene Byron Schenberg is Defendants ."
217,20,,,,M4,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Danna McKitrick, Gene Byron Schenberg, Richard F. Huck, Michael J. McKitrick, Daniel McCann, and NetSecure Technologies, Ltd."
218,20,,,,M7,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “ Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12 (b) (6) of Defendants Gene Byron Schenberg, Richard F. Huck, xiii, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann. ” (Dkt."
219,20,,,,M3,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “ Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12 ( b ) ( 6 ) of Defendants Gene Byron Schenberg , Richard F. Huck , III , Michael J. McKitrick , Danna McKitrick , P.C. , NetSecure Technologies , Ltd. and Daniel McCann. ” ( Dkt ."
220,20,,,,M9,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","The court is now seeing the case titled “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.”"
221,21,,,,M9,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP’s motion for judgment, Deltech says that BDP signed a contract to perform freight-forwarding duties for Stolt and identifies this Stolt/BDP contract as the operative one. Deltech also identified the violation as a failure to properly prepare the bill of lading, and states that it is a beneficiary outside of the contract."
222,21,,,,M7,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP ’ s motion for judgement, Deltech refers the Stolt/BDP agreement “ where BDP contracted to perform freight-forwarding duties for Stolt ” as the operative one, the breach as a failure to properly prepare the bill of packing, and concludes its position as a third-party defendant."
223,21,,,,M8,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","in its papers in opposition to deltech identifies the stolt/bdp contract contracted perform freight-forwarding duties for stolt” as the operative as a failure to properly prepare the bill of lading,"
224,21,,,,M6,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","Deltech refers the Stolt / BDP agreement “ where BDP contracted to perform freight - forwarding duties for Stolt ” as the operative one , and concludes its position as a third - party defendant .This was in its papers .The operative one was the breach as a failure to properly prepare the bill of packing ."
225,21,,,,M3,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP ’ s motion for resolution , Deltech signed the Stolt/BDP contract “ the BDP contracted to perform freight-forwarding duties for Stolt ” as the operative one , the breach as a failure to properly prepare the bill of rights , and thus its position as a third-party party ."
226,21,,,,M2,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP ’ s motion for resolution , Deltech signed the Stolt/BDP contract “ the BDP contracted to perform freight-forwarding duties for Stolt ” as the operative one , the breach as a failure to properly prepare the bill of rights , and thus its position as a third-party party ."
227,21,,,,M1,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP traditions motion for judgment, Deltech says that the Stolt/BDP contract was able to do freight-forwarding duties for the operative one, the breach of the bill of lading, and thinks its position as a third-party beneficiary ."
228,21,,,,M10,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers opposing BDP’s motion for judgment, Deltech highlights the Stolt/BDP contract as the relevant agreement. This contract involved BDP’s agreement to perform goods transportation coordination duties for Stolt. Deltech points out that the violation alleged is the failure to properly prepare the shipping document for goods. Moreover, Deltech claims it has the benefits of third-party involvement in this matter."
229,21,,,,M5,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP ’ s motion for judgement , Deltech denotes the Stolt/BDP contract “ whereby BDP contracted to execute freight-forwarding obligations for Stolt ” as the operant one , the breach as a failure to decently prepare the bill of lading , and declares its position as a third-party recipient ."
230,21,,,,M11,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP’s request for the decision, Deltech identifies the Stolt/BDP contract in which ""BDP is contracted to perform freight-forwarding obligations for Stolt"" as the operative one. Followingly, Deltech determines the violation as a failure to properly prepare the bill of lading. And, Deltech claims its position as a third-party beneficiary."
231,21,,,,M4,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP, Deltech identifies the Stolt/BDP contract as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary, as BDP contracted to perform freight-forwarding duties for Stolt."
232,22,,,,M7,Unclean hands “is a self-imposed ordinance that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief’ and originates from “the equitable maxim that ‘he who comes into equity must come with clean hands.’ ” Precision Instrument Mfg.,bad hands “ is a self-imposed statute that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief ’ and results from “ the legal principle that ‘ he who comes into equity must come with clean hands. ’ ” Precision Instrument Mfg.
233,22,,,,M9,Unclean hands “is a self-imposed ordinance that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief’ and originates from “the equitable maxim that ‘he who comes into equity must come with clean hands.’ ” Precision Instrument Mfg.,"Unclean hands is a self-imposed principle that prevents someone involved in a matter from seeking relief in a court of equity if they have acted unfairly or in bad faith. This principle originates from the saying, ""he who comes into equity must come with clean hands."""
234,22,,,,M1,Unclean hands “is a self-imposed ordinance that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief’ and originates from “the equitable maxim that ‘he who comes into equity must come with clean hands.’ ” Precision Instrument Mfg.,Unclean hands effectis a self-imposed ordinance that closes the doors of a court of equity to one tainted with a bad faith relative to the matter in which he wants to find out that the person who comes into equity must come with clean hands . Precision Instrument Mfg.
235,22,,,,M4,Unclean hands “is a self-imposed ordinance that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief’ and originates from “the equitable maxim that ‘he who comes into equity must come with clean hands.’ ” Precision Instrument Mfg.,"Unclean hands is a self-imposed ordinance that closes the doors of a court of equity to one who does not have clean hands. It comes from ""the equitable maxim that 'he who comes into equity must come with clean hands' and originates from ""the equitable maxim that 'he who comes into equity must come with clean hands' ""."
236,22,,,,M6,Unclean hands “is a self-imposed ordinance that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief’ and originates from “the equitable maxim that ‘he who comes into equity must come with clean hands.’ ” Precision Instrument Mfg.,bad hands “ is a self - imposed statute that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief ’ and results from “ the legal principle that ‘ he who comes into equity must come with clean hands . ’ ” Precision Instrument Mfg.
