text_pair_id,original_text_id,adequacy,fluency,simplicity,model_id,original,simplified
199,29,,,,M3,"On 14 November 1986 the property-management company Régie Naef SA (""Naef""), which managed the building in which the flat in issue was located, informed the applicant that renovation and building work was going to be carried out on the block.","On 14 November 1986 the property-management company Régie Naef SA ( `` Naef '' ) , which managed the building in which the flat in issue was located , informed the public that construction and building work was going to be carried out on the block ."
200,29,,,,M4,"On 14 November 1986 the property-management company Régie Naef SA (""Naef""), which managed the building in which the flat in issue was located, informed the applicant that renovation and building work was going to be carried out on the block.","On 14 November 1986 the property-management company Régie Naef SA (""Naef""), informed the applicant that renovation and building work was going to be carried out on the block, and that the flat in issue was going to be sold."
201,29,,,,M5,"On 14 November 1986 the property-management company Régie Naef SA (""Naef""), which managed the building in which the flat in issue was located, informed the applicant that renovation and building work was going to be carried out on the block.","On 14 November 1986 the property-management company Régie Naef SA ( `` Naef '' ) , which controlled the building in which the flat in issue was located , informed the applicant that restoration and building work was going to be carried out on the block ."
202,29,,,,M6,"On 14 November 1986 the property-management company Régie Naef SA (""Naef""), which managed the building in which the flat in issue was located, informed the applicant that renovation and building work was going to be carried out on the block.","On 14 November 1986 the property-management company RÃ©gie Naef SA (""Naef""), which managed the building in which the flat in issue was located, informed the family that work and building work was going to be carried out on the block."
203,29,,,,M7,"On 14 November 1986 the property-management company Régie Naef SA (""Naef""), which managed the building in which the flat in issue was located, informed the applicant that renovation and building work was going to be carried out on the block.","On 14 November 1986 the property-management company RÃ©gie Naef SA (""Naef""), which managed the building which the. Flat in was located, informed the family that work and building work was to be carried out on the block."
204,30,,,,M1,"As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ...","As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ..."
205,30,,,,M2,"As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ...","As far as the security of written documents between lawyer and lawyer is known , it is clear from the legal systems of the Member States that , although the nature of such security is generally accepted , its nature and the rules for applying it vary and"
206,30,,,,M3,"As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ...","As far as the protection of written communications between lawyer and client is concerned , it is apparent from the legal systems of the Member States that , although the principle of such protection is generally recognised , its scope and the criteria for applying it are ..."
207,30,,,,M4,"As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ...","As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that different countries have different rules about how such protection should be applied."
208,30,,,,M5,"As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ...","As far as the protection of written connections between lawyer and customer is worried , it is evident from the legal systems of the Member States that , although the principle of such protection is generally recognised , its scope and the standards for implementing it vary ..."
209,30,,,,M6,"As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ...","As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it the ..."
210,30,,,,M7,"As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it vary ...","As far as the protection of written communications between lawyer and client is concerned, it is apparent from the legal systems of the Member States that, although the principle of such protection is generally recognised, its scope and the criteria for applying it the ..."
211,31,,,,M1,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.
212,31,,,,M2,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.,The candidate filed a request for divorce with the Supreme Court . On 9 February 2005 the Supreme Court rejected the candidate ’ s request . This order was served on him on 25 April 2005 .
213,31,,,,M3,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.,The candidate lodged a request for review with the Supreme Court . On 9 February 2005 the Supreme Court dismissed the candidate ’ s application . This decision was served on him on 25 April 2005 .
214,31,,,,M4,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.,"The applicant filed a petition with the Supreme Court for review. On 9 February 2005, the Supreme Court dismissed the applicant's petition. He was served with the decision on 25 April 2005."
215,31,,,,M5,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.,The applicant filed a petition for review with the Supreme Court . On 9 February 2005 the Supreme Court sacked the applicant ’ s petition . This judgement was served on him on 25 April 2005 .
216,31,,,,M6,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.,The person lodged a case for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the personâs case. This decision was served on him on 25 April 2005.
217,31,,,,M7,The applicant lodged a petition for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the applicant’s petition. This decision was served on him on 25 April 2005.,The person lodged a case for review with the Supreme Court. On 9 February 2005 the Supreme Court dismissed the personâs case. This Decision was served on him on 25 April 2005.
218,32,,,,M1,"“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”","“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”"
219,32,,,,M2,"“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”","“ The USSR State Security Committee ( NKVD , NKGB , MGB , KGB – also ‘ the SSC ’ ) is described as a military group which was used for war crimes , torture , torture , military and political violence in the country of Lithuania when occupied by the USSR . ”"
220,32,,,,M3,"“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”","“ The USSR State Security Committee ( NKVD , NKGB , MGB , KGB – also ‘ the SSC ’ ) is recognised as a criminal organisation which was responsible for war crimes , torture , torture , terror and political violence in the territory of Lithuania when occupied by the USSR . ”"
221,32,,,,M4,"“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”","""The USSR State Security Committee (NKVD, NKGB, MGB, KGB) is recognised as a criminal organisation which was responsible for war crimes, genocide, terror and political persecution in the territory of the Soviet Union when occupied by the Soviet Union."
222,32,,,,M5,"“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”","“ The USSR State Security Committee ( NKVD , NKGB , MGB , KGB – hereafter ‘ the SSC ’ ) is recognised as a criminal organization which was responsible for war crimes , genocide , subjection , terror and political ill-treatment in the territory of Lithuania when inhabited by the USSR . ”"
223,32,,,,M6,"“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”","âThe USSR State Security Committee (NKVD, NKGB, MGB, KGB â president âthe SSCâ) is recognised as a criminal organisation which was responsible for war crimes, war, for, terror and political security in the territory of Lithuania when occupied by the USSR.â"
224,32,,,,M7,"“The USSR State Security Committee (NKVD, NKGB, MGB, KGB – hereinafter ‘the SSC’) is recognised as a criminal organisation which was responsible for war crimes, genocide, repression, terror and political persecution in the territory of Lithuania when occupied by the USSR.”","Âthe USSR State Security. Committee (NKVD, NKGB, MGB, KGB â president âthe SSCâ) is recognised as a criminal organisation which was responsible as a criminal organisation for war crimes, war, for, and political security in the territory of Lithuania occupied by the USSR.â"
225,33,,,,M1,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.
226,33,,,,M2,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.,One of the main objectives of the law application is the defense of human rights . The second member is a lawyer . His practice includes acting as lawyer in civil and criminal cases in the prosecutor in Plovdiv and defending clients in court before the European Court of Human Rights .
227,33,,,,M3,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.,One of the principal objectives of the bar association is the protection of human rights . The second member is a lawyer . His practice includes acting as lawyer in civil and criminal cases in the courts in Plovdiv and representing clients in cases before the European Court of Human Rights .
228,33,,,,M4,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.,One of the main aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes working in the courts in Plovdiv and before the European Court of Human Rights in civil and criminal cases.
229,33,,,,M5,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.,One of the main goals of the applier association is the protection of human rights . The second applicant is a attorney . His practice includes acting as counsel in civil and illegal cases in the courtrooms in Plovdiv and representing appliers in proceedings before the European Court of Human Rights .
230,33,,,,M6,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.,One of the principal needs of the national association is the protection of human rights. The second national is a lawyer. His practice includes acting as party in civil and criminal cases in the courts in Plovdiv and representing people in the before the European Court of Human Rights.
231,33,,,,M7,One of the principal aims of the applicant association is the protection of human rights. The second applicant is a lawyer. His practice includes acting as counsel in civil and criminal cases in the courts in Plovdiv and representing applicants in proceedings before the European Court of Human Rights.,One of the principal needs of the national association is the protection of human rights. The second national is a lawyer. His Practice includes acting as party in civil criminal cases in the courts in Plovdiv representing people in the before the European Court of Human Rights.
232,34,,,,M1,"“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”","“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”"
233,34,,,,M2,"“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”","“ It can be an act caused by death or a fine following a failure to use a computer to see , or other equipment to record , any matter relating to a person ’ s personal life or , if it would not be in public view but for the person or camera , to his or her private life , without the permission of the person involved . ”"
234,34,,,,M3,"“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”","“ It shall be an offence caused by imprisonment or a fine following a complaint to use a camera to observe , or image-recording equipment to record , any matter relating to a person ’ s personal life or , if it would not be in public view but for the camera or equipment , to his or her private life , without the permission of the person concerned . ”"
235,34,,,,M4,"“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”","It is against the law to use a camera to record a person's personal life or, if it would not be in public view but for the camera or equipment, to record his or her private life without the consent of the person concerned. It is also against the law to use image-recording equipment to record a person's personal life."
236,34,,,,M5,"“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”","“ It shall be an offense punishable by incarceration or a fine following a complaint to use a camera to observe , or image-recording instrumentation to record , any matter pertaining to a person ’ s personal life or , if it would not be in public view but for the camera or instrumentation , to his or her private life , without the consent of the person concerned . ”"
237,34,,,,M6,"“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”","âIt shall be an offence other by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter respect to a personâs personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the right of the person concerned.â"
238,34,,,,M7,"“It shall be an offence punishable by imprisonment or a fine following a complaint to use a camera to observe, or image-recording equipment to record, any matter pertaining to a person’s personal life or, if it would not be in public view but for the camera or equipment, to his or her private life, without the consent of the person concerned.”","Âit shall be an offence other by imprisonment or a following a. Complaint to use a camera to observe, or image-recording to record, any matter respect to a personâs personal life or, if it would not be in view but for the camera or equipment, to or her private without the right the person concerned.â"
239,35,,,,M1,"On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee.","On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee."
240,35,,,,M2,"On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee.","On 29 and 30 September 2003 the insurance company filed papers with ANRTI for its new name , together with a request to change its name order , and paid the required price ."
241,35,,,,M3,"On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee.","On 29 and 30 September 2003 the insurance company lodged documents with ANRTI indicating its new address , together with a request to change its licences order , and paid the application fee ."
242,35,,,,M4,"On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee.","On 29 and 30 September 2003 the company said that it was new and that it had changed its address. They asked ANRTI to let them change their licences, and they paid the fee."
243,35,,,,M5,"On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee.","On 29 and 30 September 2003 the applicant company filed papers with ANRTI showing its new address , together with a request to change its permits accordingly , and paid the license fee ."
244,35,,,,M6,"On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee.","On 29 and 30 September 2003 the first company lodged documents with ANRTI indicating its new address, together with a request to have its news again, and paid the new fee."
245,35,,,,M7,"On 29 and 30 September 2003 the applicant company lodged documents with ANRTI indicating its new address, together with a request to modify its licences accordingly, and paid the licence fee.","On 29 30 September 2003 the first company lodged documents with ANRTI indicating its new address, together with a request to have its. News again, paid the new fee."
246,36,,,,M1,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.
247,36,,,,M2,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.,In December 2004 the government started cases in the special District Court of the Donetsk Region against the Bailiffs ' Service for the enforcement of the decision in his case . On 5 April 2005 the court found for the defendant and ordered the lawyers ' Service to enforce the decision in question .
248,36,,,,M3,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.,In December 2004 the government started action in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs ' Service for the non-enforcement of the decision in his favour . On 5 April 2005 the court found for the defendant and ordered the Bailiffs ' Service to enforce the decision in question .
249,36,,,,M4,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.,In December 2004 the applicant brought a case in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.
250,36,,,,M5,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.,In December 2004 the applicant created proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs ' Service for the non-enforcement of the judgement in his favor . On 5 April 2005 the court found for the applicant and ordered the Bailiffs ' Service to implement the judgement in question .
251,36,,,,M6,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.,In December 2004 the the was court in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-andment of the have in his favour. On 5 April 2005 the court found for the the and ordered the Bailiffs' Service to and they have in question.
252,36,,,,M7,In December 2004 the applicant instituted proceedings in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-enforcement of the judgment in his favour. On 5 April 2005 the court found for the applicant and ordered the Bailiffs' Service to enforce the judgment in question.,In December 2004 the the was. Court in the Voroshylovskyy District Court of the Donetsk Region against the Bailiffs' Service for the non-andment of the have in his favour. On 5 April 2005 the court found for the the ordered the Bailiffs' Service to they have in question.
253,37,,,,M1,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.
254,37,,,,M2,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.,On 9 August 2006 a former attorney General filed an request for judicial leave with the chairman of the moscow district Court . He claimed that the Krasnodar Regional Court had violated the defendant ’ s right to attend the appeal court .
255,37,,,,M3,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.,On 9 August 2006 a deputy Prosecutor General lodged an application for judicial review with the Presidium of the Krasnodar Regional Court . He submitted that the Krasnodar Regional Court had violated the defendant ’ s right to attend the appeal hearing .
256,37,,,,M4,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.,On 9 August 2006 a deputy prosecutor general applied to the Krasnodar Regional Court for supervisory review. He said that the Krasnodar Regional Court had not allowed the applicant to attend the hearing of his appeal.
257,37,,,,M5,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.,On 9 August 2006 a deputy Prosecutor General filed an request for supervisory review with the Presidium of the Krasnodar Regional Court . He presented that the Krasnodar Regional Court had contravened the applicant ’ s right to attend the appeal hearing .
258,37,,,,M6,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.,On 9 August 2006 a deputy Prosecutor General lodged an application for more review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had made the applicantâs right to attend the appeal hearing.
259,37,,,,M7,On 9 August 2006 a deputy Prosecutor General lodged an application for supervisory review with the Presidium of the Krasnodar Regional Court. He submitted that the Krasnodar Regional Court had infringed the applicant’s right to attend the appeal hearing.,On 9 August 2006 a deputy Prosecutor General lodged an. Application for more review with the Presidium of the Krasnodar Regional Court. He submitted of the Krasnodar Regional Court that the Krasnodar Regional Court had made the applicantâs right to attend the appeal hearing.
260,38,,,,M1,"In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request.","In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request."
261,38,,,,M2,"In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request.","In July 2001 the woman argued against the order , saying that the Regional Court had failed to make a clear decision regarding the length of her sentence . Three of the defendant ’ s lawyers also sued and received leave to sit at the next court . The government did not file such a request ."
262,38,,,,M3,"In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request.","In July 2001 the woman argued against the order , arguing that the Regional Court had failed to issue a final decision concerning the extension of her detention . Three of the defendant ’ s co-defendants also sued and sought leave to appear at the appeal hearing . The government did not file such a request ."
263,38,,,,M4,"In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request.","In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. The applicant did not file such a request. Three of the applicant's co-defendants also appealed and sought leave to appear at the appeal."
264,38,,,,M5,"In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request.","In July 2001 the applicant appealed against the order , contending that the Regional Court had failed to publish a rational judgement concerning the extension of her detainment . Three of the applicant ’ s co-defendants also appealed and wanted leave to appear at the appeal hearing . The applicant did not file such a request ."
265,38,,,,M6,"In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request.","In July 2001 the later the against the order, arguing that the Regional Court had failed to issue a new decision thencerning the extension of her detention. Three of the laterâs the-and also the and sought leave to appear at the appeal hearing. The latter did not file such a request."
266,38,,,,M7,"In July 2001 the applicant appealed against the order, arguing that the Regional Court had failed to issue a reasoned decision concerning the extension of her detention. Three of the applicant’s co-defendants also appealed and sought leave to appear at the appeal hearing. The applicant did not file such a request.","In July 2001 the later the against the order, arguing that the Regional Court had failed to issue a new decision thencerning the. Extension of her detention. Three of the laterâs the-and also the and leave to at the appeal hearing. The latter did not file such a request."
267,39,,,,M1,"By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of “terror acts” under section 7 of Law no. 3713 pursuant to Law no. 4928, acquitted the applicant, who had not taken part in any violent activities, and nullified his conviction, together with all its consequences. This judgment became final on 11 May 2004.","By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of “terror acts” under section 7 of Law no. 3713 pursuant to Law no. 4928, acquitted the applicant, who had not taken part in any violent activities, and nullified his conviction, together with all its consequences. This judgment became final on 11 May 2004."
268,39,,,,M2,"By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of “terror acts” under section 7 of Law no. 3713 pursuant to Law no. 4928, acquitted the applicant, who had not taken part in any violent activities, and nullified his conviction, together with all its consequences. This judgment became final on 11 May 2004.","By an earlier decision dated 4 May 2004 , the Ankara State Security Court , taking into account the changes to the list of “ criminal acts ” under section 7 of Law no . 3713 up to Law no . 4928 , against the defendant , who had not taken part in any illegal events , and confirmed his arrest , together with all its evidence . This decision became final on 11 May 2004 ."
269,39,,,,M3,"By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of “terror acts” under section 7 of Law no. 3713 pursuant to Law no. 4928, acquitted the applicant, who had not taken part in any violent activities, and nullified his conviction, together with all its consequences. This judgment became final on 11 May 2004.","By an additional decision dated 4 May 2004 , the Ankara State Security Court , taking into account the changes to the definition of “ terror acts ” under section 7 of Law no . 3713 up to Law no . 4928 , acquitted the defendant , who had not taken part in any violent activities , and confirmed his arrest , together with all its consequences . This decision became final on 11 May 2004 ."
270,39,,,,M4,"By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of “terror acts” under section 7 of Law no. 3713 pursuant to Law no. 4928, acquitted the applicant, who had not taken part in any violent activities, and nullified his conviction, together with all its consequences. This judgment became final on 11 May 2004.","By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of terror acts under section 7 of Law no. 3713, acquitted the applicant and nullified his conviction, together with all its consequences, on 11 May 2004. This judgment became final on 11 May 2004."
271,39,,,,M5,"By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of “terror acts” under section 7 of Law no. 3713 pursuant to Law no. 4928, acquitted the applicant, who had not taken part in any violent activities, and nullified his conviction, together with all its consequences. This judgment became final on 11 May 2004.","By an extra decision dated 4 May 2004 , the Ankara State Security Court , taking into account the amendment to the definition of “ terror acts ” under section 7 of Law no . 3713 pursuant to Law no . 4928 , cleared the applicant , who had not taken part in any savage activities , and voided his conviction , together with all its consequences . This decision became final on 11 May 2004 ."
272,39,,,,M6,"By an additional judgment dated 4 May 2004, the Ankara State Security Court, taking into account the amendment to the definition of “terror acts” under section 7 of Law no. 3713 pursuant to Law no. 4928, acquitted the applicant, who had not taken part in any violent activities, and nullified his conviction, together with all its consequences. This judgment became final on 11 May 2004.","By an additional time dated 4 May 2004, the Ankara State Security Court, taking into account the change to the definition of âterror actsâ under section 7 of Law no. 3713 resistance to Law no. 4928, acquitted the man, who had not taken part in any violent activities, and took his life, together with all its consequences. This time became final on 11 May 2004."
